"DATASET","SERIES_CODE","OBS_MEASURE","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024"
"IMF.STA:ESG_FINANCE(2.0.3)","IDN.SSBI_USD.A","OBS_VALUE","","","","","","","","","","","","","","","0.186391056"
"IMF.STA:ESG_FINANCE(2.0.3)","G001.GRBOI_USD.A","OBS_VALUE","4.831922825","5.641398887","7.977843398","20.9881929","49.68325471","95.63338558","190.0045812","348.6146636","500.2539034","770.3452126","1015.534339","1661.812571","2172.233682","2627.121759","3090.241335"
"IMF.STA:ESG_FINANCE(2.0.3)","CAN.SULBI_USD.A","OBS_VALUE","","","","","","","","","","","","2.300984528","2.6580872","3.53066104",""
"IMF.STA:ESG_FINANCE(2.0.3)","THA.SBI_USD.A","OBS_VALUE","","","","","","","","","","","0.20286396","0.119296152","0.339397412","0.119331741","0.429642056"
"IMF.STA:ESG_FINANCE(2.0.3)","IDN.SULBI_USD.A","OBS_VALUE","","","","","","","","","","","","0.35","","",""
"IMF.STA:ESG_FINANCE(2.0.3)","PER.SULBI_USD.A","OBS_VALUE","","","","","","","","","","","","0.76","","",""
"IMF.STA:ESG_FINANCE(2.0.3)","IDN.SSSBI_USD.A","OBS_VALUE","","","","","","","","","","","","0.522897689","","","0.784346534"
"IMF.STA:ESG_FINANCE(2.0.3)","THA.SULBI_USD.A","OBS_VALUE","","","","","","","","","","","","0.626473849","0.921614784","0.029832935","2.217511893"
"IMF.STA:ESG_FINANCE(2.0.3)","PAN.SUBI_USD.A","OBS_VALUE","","","","","","","","","","","","","","","0.3"
"IMF.STA:ESG_FINANCE(2.0.3)","CHE.SGBIC_USD.A","OBS_VALUE","","","","","","","","","","","","","2.961791244","0.747938947","0.231283422"
"IMF.STA:ESG_FINANCE(2.0.3)","HND.SUBI_USD.A","OBS_VALUE","","","","","","","","","","","","","","","1.432983162"
"IMF.STA:ESG_FINANCE(2.0.3)","ISL.GBI_USD.A","OBS_VALUE","","","","","","","","","0.029464606","","0.78791398","1.166918147","0.477570942","0.360797436","1.595922068"
"IMF.STA:ESG_FINANCE(2.0.3)","ISR.SGBIC_USD.A","OBS_VALUE","","","","","","","","","","","","","","2",""
"IMF.STA:ESG_FINANCE(2.0.3)","CIV.GBI_USD.A","OBS_VALUE","0.252174787","","","0.5","0.18706274","0.5","0.205884446","","0.6","0.18706274","","0.094089309","0.141133964","0.542341606","0.904198688"
"IMF.STA:ESG_FINANCE(2.0.3)","MLI.SBI_USD.A","OBS_VALUE","","","","","","","","","","","0.274557164","0.928702392","0.702596416","",""
"IMF.STA:ESG_FINANCE(2.0.3)","DNK.SULBI_USD.A","OBS_VALUE","","","","","","","","","","","","","0.522897689","2.697544061","0.522897689"
"IMF.STA:ESG_FINANCE(2.0.3)","TWN.GBI_USD.A","OBS_VALUE","","","","","","","","0.508628174","0.685174155","0.851530861","1.276288478","0.77482711","1.94331478","2.698840668","3.119039457"
"IMF.STA:ESG_FINANCE(2.0.3)","SGP.SUBI_USD.A","OBS_VALUE","","","","","","","","","","","","3.166283853","","",""
"IMF.STA:ESG_FINANCE(2.0.3)","CYP.GBI_USD.A","OBS_VALUE","","","","","","","","","","","","0.313738613","","","0.313738613"
"IMF.STA:ESG_FINANCE(2.0.3)","G001.SBOI_USD.A","OBS_VALUE","3.066029678","3.032252658","3.467156131","3.885304449","4.926476814","7.838052147","10.31827572","20.73248129","33.2522282","52.37670807","229.8670981","445.5586163","593.4410599","734.7730242","839.663246"
"IMF.STA:ESG_FINANCE(2.0.3)","HND.SBI_USD.A","OBS_VALUE","","","","","","","","","","","0.091486364","1.471609691","0.34810908","3.1346748","0.489955903"
"IMF.STA:ESG_FINANCE(2.0.3)","IRL.GBI_USD.A","OBS_VALUE","","","","","","","","","7.476212931","1.254954454","2.22282495","9.242235072","5.670488669","9.253397951","11.40007034"
"IMF.STA:ESG_FINANCE(2.0.3)","IMN.SUBI_USD.A","OBS_VALUE","","","","","","","","","","","","0.505197216","","",""
"IMF.STA:ESG_FINANCE(2.0.3)","AUS.SBI_USD.A","OBS_VALUE","","","","","","","","0.718400356","","0.422608606","0.441673657","0.293601768","","",""
"IMF.STA:ESG_FINANCE(2.0.3)","BFA.SSBI_USD.A","OBS_VALUE","","","","","","","","","","","0.209339773","1.168444847","0.425457489","",""
"IMF.STA:ESG_FINANCE(2.0.3)","DNK.SGBIC_USD.A","OBS_VALUE","","","","","","","","","","","","","2.278019357","2.548043203",""
"IMF.STA:ESG_FINANCE(2.0.3)","HUN.SGBIC_USD.A","OBS_VALUE","","","","","","","","","","","1.702660514","0.606472036","2.649381094","","1.577400952"
"IMF.STA:ESG_FINANCE(2.0.3)","SYC.SGBIC_USD.A","OBS_VALUE","","","","","","","","","0.015","","","","","",""
"IMF.STA:ESG_FINANCE(2.0.3)","ARG.SBI_USD.A","OBS_VALUE","","","","","","","","1.045795378","","","0","0.012426914","0.00052704","0.070058499",""
"IMF.STA:ESG_FINANCE(2.0.3)","MAC.SUBI_USD.A","OBS_VALUE","","","","","","","","","","","","","","","0.137929132"
"IMF.STA:ESG_FINANCE(2.0.3)","CZE.GBI_USD.A","OBS_VALUE","","","","","","","","","","","","0.888926071","0.522897689","1.045795378","0.522897689"
"IMF.STA:ESG_FINANCE(2.0.3)","VEN.SBI_USD.A","OBS_VALUE","","","","","","","","","","","0.945557708","","","",""
