"Economy","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025"
"Spain","$7.07634e+009","$5.99242e+009","$4.13214e+009","$2.9623e+009","$2.85086e+009","$3.1139e+009","$2.83742e+009","$2.40455e+009","$1.98335e+009","$5.71371e+009","$6.72625e+009","$7.31339e+009","$5.24175e+009","$5.10337e+009","$5.8208e+009","$6.85923e+009","$7.13373e+009","$7.91794e+009","$6.97662e+009","$5.42576e+009","$5.26965e+009","$5.2568e+009","$4.66195e+009","$4.61554e+009","$6.3231e+009","$5.23542e+009","$5.07412e+009","$4.9025e+009","$5.36205e+009","$6.11387e+009","$5.35613e+009","$6.58434e+009","$5.48034e+009","$5.21873e+009","$6.07543e+009","-"
"Sri Lanka","$1.47667e+007","$1.85754e+007","$3.87862e+007","$5.98665e+007","$2.36588e+008","$2.41196e+007","$6.20903e+007","$1.52347e+008","$2.07804e+008","$2.16762e+008","$1.12863e+008","$4.99105e+007","$8.22183e+007","-","$8.56606e+007","$7.57229e+007","$2.86312e+008","-","-","-","-","-","$3.79669e+008","-","-","$3.49844e+008","-","-","$3.81798e+008","$3.7264e+008","$1.59221e+008","$4.21734e+008","$3.82953e+008","$2.54128e+008","-","-"
"St. Helena","-","-","-","-","$419345","$153846","$225000","-","$1.63934e+006","$819672","$503279","$178689","-","-","-","$992478","-","-","-","-","-","-","-","$1.12687e+006","$162336","-","-","-","-","-","-","-","-","-","-","-"
"State of Palestine","-","-","-","-","-","-","-","$1.56344e+007","$4.90261e+007","$5.64335e+007","$4.50533e+007","$3.35454e+007","-","$7.3662e+006","-","-","-","-","-","-","-","-","-","-","-","-","$2.21297e+007","-","$1.77955e+007","-","-","-","-","-","-","-"
"Sudan","-","-","-","-","$7.83488e+006","-","$2.23522e+007","$6.12836e+007","$5.57564e+007","$6.73496e+007","$9.29804e+007","$1.08139e+008","$1.28457e+008","-","-","-","$4.23617e+009","$5.69456e+009","$7.70773e+009","$5.98775e+009","$6.25498e+009","$7.01487e+009","$4.13772e+009","-","$4.80232e+008","-","-","-","-","-","-","-","-","-","-","-"
"Suriname","$1.21229e+007","$1.8933e+007","$3.20318e+007","$4.60335e+008","$5.62586e+008","$1.21792e+007","$1.44644e+007","$1.73865e+007","$1.12419e+007","$1.58695e+007","$1.89904e+007","$1.77081e+007","$3.2767e+007","$1.16631e+007","$1.53751e+007","$3.29974e+007","-","-","-","-","$2.14388e+007","$4.06821e+007","$3.4932e+007","$5.47487e+007","-","$1.76961e+008","$4.3154e+006","-","$2.07138e+007","$1.82499e+007","$1.25703e+007","-","$1.67858e+007","$4.09402e+006","$1.81357e+007","-"
"Sweden","$1.062e+009","$1.15542e+009","$9.02675e+008","$7.15222e+008","$7.68274e+008","$1.09097e+009","$1.01491e+009","$7.58491e+008","$9.29012e+008","$1.25993e+009","$2.46954e+009","$1.4817e+009","-","$1.45192e+009","$1.57714e+009","$1.18184e+009","$1.38217e+009","$1.58283e+009","$1.47001e+009","$1.18908e+009","$9.7426e+008","$1.46207e+009","$1.42022e+009","-","$1.58446e+009","$1.48053e+009","$1.83472e+009","$2.04752e+009","$1.78142e+009","$1.53119e+009","$1.46012e+009","$1.75198e+009","$1.46307e+009","$1.27342e+009","$1.39831e+009","-"
"Switzerland","$2.21494e+009","$2.24407e+009","$2.18674e+009","$1.61681e+009","$1.60635e+009","$1.82403e+009","$1.82848e+009","$1.63577e+009","$1.27535e+009","$2.034e+009","$2.24478e+009","$1.64268e+009","$1.65321e+009","$1.58e+009","$1.66129e+009","$1.63005e+009","$5.17367e+009","$2.30126e+009","$2.10364e+009","$2.10652e+009","$2.06747e+009","$2.70555e+009","$3.48689e+009","$3.17378e+009","$3.29999e+009","$3.28936e+009","$3.25903e+009","$2.98415e+009","$2.85991e+009","$2.81251e+009","$2.83912e+009","$3.06585e+009","$2.93693e+009","$3.04359e+009","-","-"
"Syrian Arab Republic","$1.06219e+007","$1.42105e+007","$2.49248e+007","$1.88985e+007","$1.43308e+008","$1.20301e+008","$7.92e+007","$9.10889e+007","$1.01e+008","$1.39032e+008","$2.22063e+008","$1.7524e+008","$1.46583e+008","$1.03515e+008","$7.06399e+007","$2.72695e+008","$4.18708e+008","$6.92205e+008","$6.28304e+008","$9.73653e+008","$1.17381e+009","$2.41432e+008","$1.12123e+008","$5.51809e+007","-","-","-","-","-","-","-","-","-","-","-","-"
"Taiwan, Province of China","$1.53442e+009","$2.44947e+009","$2.07033e+009","$1.92767e+009","$1.63108e+009","$1.57569e+009","$1.78562e+009","$1.49847e+009","$2.39043e+009","$3.31831e+009","$3.69544e+009","$3.36861e+009","$2.62579e+009","$3.55171e+009","$2.47538e+009","$1.65725e+009","-","-","-","-","-","-","-","$2.10901e+009","$2.20455e+009","$2.12228e+009","$1.8725e+009","$1.75756e+009","$1.71072e+009","$1.37159e+009","$1.80904e+009","$2.43281e+009","$2.07869e+009","$1.88467e+009","-","-"
"Tajikistan","-","$2.24806e+006","$1.50113e+006","$718539","$557866","$161175","$267682","$189727","$417573","$198836","$69125.7","$640809","-","$6.53381e+006","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Tanzania","$1.11348e+007","$6.79289e+006","$1.42145e+007","$6.64421e+006","$6.86546e+006","$4.96903e+006","$2.00927e+008","$1.92682e+008","$2.54738e+008","$1.88454e+008","$2.18126e+007","$9.43508e+006","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","$1.31975e+008","$1.6031e+008","-","-","-","-"
"Thailand","$3.83115e+008","$4.9246e+008","$3.50748e+008","$6.46155e+008","$1.64884e+009","$1.36159e+009","$1.88813e+009","$1.96577e+009","$6.49478e+008","$8.15366e+008","$8.71778e+008","$1.2953e+009","$1.51304e+009","$4.00881e+008","$5.08228e+008","$6.5691e+008","$7.69126e+008","$9.6387e+008","-","$6.78797e+008","$1.23239e+009","$1.66583e+009","$1.61062e+009","$2.5728e+009","$2.05807e+009","-","-","-","-","-","-","-","-","-","-","-"
"Timor-Leste","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","$2.919e+006","$2.307e+006","$1.958e+006","$1.0779e+007","$1.3875e+007","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Togo","$7.95958e+006","$1.46275e+007","$8.50429e+006","$5.50219e+006","$3.78235e+006","$5.80988e+006","$1.42704e+007","$1.79896e+007","$1.76913e+007","$1.20854e+007","$1.76027e+007","$2.26335e+007","$2.99861e+007","-","-","$4.60255e+007","$6.74402e+007","$7.57614e+007","-","-","$9.58233e+007","$8.00344e+007","$8.2368e+007","-","$3.85451e+007","$5.3204e+007","$6.89518e+007","$7.72342e+007","$1.23337e+008","$8.05643e+007","$4.8565e+007","$7.40207e+007","$1.12021e+008","$9.61485e+007","$7.62934e+007","-"
"Tonga","$615858","$769.231","$1.50694e+006","-","-","$1.18027e+006","$1.21951e+006","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","$4.44248e+006","$4.47113e+006","-","-","-","-","-","-","-"
"Trinidad and Tobago","$4.564e+006","$2.38588e+007","$2.77271e+007","$1.78973e+007","$3.59753e+007","$3.64689e+007","$3.21545e+007","$3.44146e+007","$6.97306e+007","$6.90827e+007","$9.54521e+007","$1.10112e+008","-","-","-","-","-","-","$5.28198e+009","-","-","-","$5.94127e+007","$4.95173e+007","$6.58652e+007","$5.46875e+007","$4.69566e+008","-","-","$6.29149e+007","$5.50672e+007","$6.94654e+007","$5.8172e+007","$7.64277e+007","$5.76079e+007","-"
"Tunisia","$4.59697e+007","$6.28163e+007","$1.25975e+008","$1.28651e+008","$1.21752e+008","$1.34912e+008","$1.98067e+008","$1.39302e+008","$1.5659e+008","$1.04342e+008","$1.59357e+008","$2.12839e+008","$3.05827e+008","$4.05426e+008","$4.128e+008","$2.68993e+008","$2.99305e+008","$2.28496e+008","$2.80065e+008","$2.65798e+008","$4.06932e+008","$3.42268e+008","$4.44472e+008","-","$2.71496e+008","$2.92309e+008","$4.33101e+008","$1.98394e+008","$1.64383e+008","$1.84022e+008","$2.02677e+008","$1.87871e+008","$1.8688e+008","$1.99603e+008","$2.44574e+008","-"
"Turkmenistan","$1.33212e+007","$8.15419e+006","$7.999e+006","$3.21006e+006","$1.85583e+007","$780000","$1.10275e+007","$1.32571e+007","$6.47155e+006","$4.42825e+006","$4.17038e+006","$2.88883e+006","$7.26788e+006","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Tuvalu","-","$1.55885e+006","-","$1.49355e+006","$241052","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Türkiye","$8.02509e+008","$8.6986e+008","$9.46842e+008","$1.24862e+009","$6.43535e+008","$4.45393e+008","$4.33307e+008","$5.46016e+008","$6.03674e+008","$5.74796e+008","$6.27907e+008","$3.61315e+008","$1.98214e+008","$2.29838e+008","$1.01524e+009","$1.38551e+009","$1.75034e+009","$1.9024e+009","$2.88989e+009","$4.11794e+009","$2.50245e+009","$3.34377e+009","$3.20799e+009","$2.86891e+009","$2.59033e+009","$2.40284e+009","$2.45947e+009","$2.23518e+009","$1.94767e+009","$2.27106e+009","$2.38036e+009","$2.46206e+009","$1.87866e+009","$2.2078e+009","$2.86782e+009","-"
"Uganda","$7.03556e+006","$1.57572e+007","$1.25587e+007","$9.89601e+006","$9.43726e+006","$2.3149e+007","$2.90918e+007","$2.45686e+007","$1.79794e+007","$5.51955e+007","-","$5.45101e+007","$7.28901e+007","$5.97636e+007","$8.85234e+007","$6.73259e+007","-","-","$3.79627e+008","$2.80021e+008","$1.00571e+008","$2.04539e+008","-","-","-","-","-","-","-","-","-","-","-","$6.06526e+008","$6.22794e+008","-"
"Ukraine","-","-","$9.98047e+006","$2.84106e+007","$7.52061e+007","$1.83287e+008","$1.99508e+008","$2.41715e+008","$3.2129e+008","$2.80387e+008","$2.68015e+008","$3.93669e+008","$4.66417e+008","$7.73171e+008","$1.05432e+009","$1.65589e+009","$1.94218e+009","-","$2.04867e+009","$1.21494e+009","$7.41528e+008","$8.19899e+008","$8.15076e+008","$8.61549e+008","$4.76488e+008","$8.63672e+008","$4.18981e+008","$4.80393e+008","$7.83727e+008","$4.54021e+008","$5.30341e+008","$4.30936e+008","$3.8821e+008","$5.17152e+008","$6.25173e+008","-"
"United Arab Emirates","$1.4063e+008","$1.31762e+008","$1.45083e+008","$8.26805e+007","$1.44187e+008","$1.61455e+008","$2.38355e+008","$3.48679e+008","$5.64466e+008","$6.27248e+008","$5.45777e+008","$5.01907e+008","$3.11717e+008","$2.71662e+008","$3.71662e+008","$3.42818e+008","-","$2.15167e+009","$2.24588e+009","$2.59877e+009","$2.1405e+009","$1.61552e+009","$1.73506e+009","$3.19584e+009","$1.43227e+009","$1.30338e+009","$2.00238e+009","$1.17804e+009","$1.19076e+009","$1.61385e+009","$1.37444e+009","$1.92035e+009","$1.33144e+009","$1.42628e+009","$1.49135e+009","-"
"United Kingdom","$4.925e+009","$4.3292e+009","$4.86672e+009","$4.03375e+009","$4.93313e+009","$7.1877e+009","$9.45772e+009","$1.25386e+010","$1.2502e+010","$1.45677e+010","$1.66227e+010","$1.58273e+010","$1.34328e+010","-","-","-","-","-","-","$5.17199e+009","$5.50852e+009","$6.67478e+009","$6.22229e+009","-","-","-","-","-","-","-","-","$9.88908e+009","$9.76209e+009","$1.233e+010","-","-"
"United States","$2.06e+010","$2.09314e+010","$2.16871e+010","$2.33468e+010","$2.2772e+010","$2.35702e+010","$2.2401e+010","$2.31705e+010","$5.057e+010","$5.9572e+010","$7.4206e+010","$7.1974e+010","$6.1442e+010","$6.0522e+010","$6.2715e+010","$7.076e+010","$7.9884e+010","$7.9717e+010","$8.0651e+010","$6.7262e+010","$7.0149e+010","$7.3531e+010","$8.0954e+010","$8.6622e+010","$8.6631e+010","$8.4498e+010","$8.7569e+010","$9.7864e+010","$9.5034e+010","$9.0914e+010","$8.2425e+010","$8.8006e+010","$1.07255e+011","-","-","-"
"Uruguay","$4.79932e+007","$5.96785e+007","$7.39281e+007","$1.06839e+008","$1.35899e+008","$1.19856e+008","$1.42512e+008","$1.16131e+008","$9.74212e+007","$1.26896e+008","$1.0468e+008","-","-","-","-","$1.1276e+008","$6.01571e+007","$1.38507e+008","-","-","$5.83351e+008","$1.54427e+008","$1.97473e+008","$3.49887e+008","$3.31599e+008","$2.97363e+008","$2.15542e+008","-","-","-","-","-","-","-","-","-"
"Uzbekistan","-","$294697","$780070","$2.1397e+006","$1.02432e+006","$1.37017e+007","$1.07465e+008","$1.04804e+008","$9.31591e+007","$5.22138e+007","$5.7203e+007","$4.07553e+007","-","$6.45114e+007","$1.47394e+008","$1.00893e+008","$1.18462e+008","-","-","-","-","-","$2.60549e+008","-","$3.30926e+008","$3.60393e+008","$3.15477e+008","$5.22547e+008","$1.99481e+008","$1.91432e+008","$2.0891e+008","$3.69316e+008","$3.60828e+008","$5.67146e+008","$1.03214e+009","-"
"Vanuatu","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","$2.7461e+006","-","-","-","$3.42667e+006","$1.29961e+007","$1.23768e+007","$9.39091e+006","-","-","-","-","-","$0","-","-","-","-","-","-","-"
"Venezuela","$9.74414e+007","$9.89862e+007","$5.0898e+008","$7.15885e+008","$4.82583e+008","$4.98722e+008","$4.2547e+008","$7.95119e+008","$1.1202e+009","$1.01466e+009","$1.01839e+009","$1.06798e+009","$7.49108e+008","$2.32812e+008","$5.03984e+008","$1.39577e+009","$1.17099e+009","$1.68647e+009","$1.4167e+009","$1.57987e+009","$1.46909e+009","$1.0709e+009","$1.6423e+009","$1.71782e+009","$2.73413e+009","$5.24979e+009","-","$2.42283e+010","$62506.3","-","-","-","-","-","-","-"
"Viet Nam","-","-","$8.82952e+007","-","-","-","-","$3.42369e+008","$3.39162e+008","$3.22738e+008","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","$1.24051e+009","$1.29044e+009","$9.36235e+008","$9.78973e+008","$8.71334e+008","$8.88225e+008","-"
"Virgin Islands (US)","$4.67e+007","$1.5e+007","$1.25e+007","$1.33e+007","$1.17e+007","$1.59e+007","$3e+007","$1.13e+007","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Wallis and Futuna","-","-","$50505.1","-","-","$5.9117e+007","$1.98345e+008","$47116.5","$50050.1","$89309.6","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Yemen","$1.52991e+007","$2.5362e+007","$4.39476e+007","$6.50291e+007","$6.12823e+007","$4.05495e+007","-","-","$5.17295e+007","$3.92745e+007","$4.7825e+007","$4.87455e+007","$7.37118e+007","-","-","-","-","$1.67798e+008","$2.67701e+008","$2.43258e+008","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Zambia","$2.69843e+007","$3.48107e+007","$1.39539e+007","$2.26389e+007","$1.86743e+007","$1.05068e+007","$1.12702e+007","$1.28258e+007","$8.31359e+006","$4.63305e+006","$7.90796e+006","$4.83198e+006","-","$2.76264e+007","$4.24748e+007","-","-","-","-","-","-","-","-","-","$2.33116e+007","$1.02036e+008","$2.96459e+008","$1.88215e+009","$1.86604e+008","$9.83751e+007","$9.58895e+007","$1.48562e+008","$1.30314e+008","$1.85492e+008","$1.25999e+008","-"
"Zimbabwe","$3.51451e+007","$3.76127e+007","$5.52453e+007","$4.78849e+007","$6.15838e+007","$5.79811e+007","$8.27805e+007","$1.30044e+008","$3.23914e+007","$8.12794e+007","$1.47051e+008","-","-","-","-","-","-","-","-","$5e+008","$4.1e+008","-","$4.87756e+008","$1.87719e+008","$2.06076e+008","$3.17646e+008","$2.7561e+008","$1.9752e+008","$1.60493e+008","-","-","-","-","-","-","-"
